N,P,K,temperature,humidity,ph,rainfall,label,Price_kg,kg_per_acre
48.00,50.00,32.00,29.61,93.16,7.08,117.00,papaya,1.45,3000
140.00,66.00,252.00,22.43,86.00,4.35,117.00,pineapple,1.1,10000
97.00,52.00,152.00,22.83,93.00,4.43,117.00,pineapple,1.1,10000
19.00,19.00,48.00,22.81,86.34,4.88,117.00,pomegranate,0.74,1700
15.00,20.00,36.00,19.66,89.94,6.45,117.00,pomegranate,0.74,1700
12.00,23.00,46.00,22.49,89.92,6.63,117.00,pomegranate,0.74,1700
15.00,29.00,38.00,21.21,94.26,7.24,117.00,pomegranate,0.74,1700
79.00,28.00,35.00,25.66,83.47,7.51,117.00,rice,0.33,4500
20.00,165.00,212,21.42,92.63,6.96,118.00,apple,0.68,7300
106.00,85.00,68.00,25.29,79.29,5.49,118.00,banana,1.25,14000
132.00,107.00,47.00,27.57,82.06,6.24,118.00,banana,1.25,14000
19.00,71.00,27.00,20.12,24.45,6.87,118.00,kidneybeans,1.21,2000
27.00,22.00,31.00,27.35,54.44,3.85,118.00,mango,0.76,3000
23.00,22.00,26.00,31.86,45.53,5.16,118.00,mango,0.76,3000
19.00,29.00,16.00,31.33,47.59,5.36,118.00,mango,0.76,3000
24.00,85.00,12.00,34.65,54.32,5.69,118.00,mothbeans,0.84,4000
16.00,13.00,12.00,17.22,94.79,5.40,118.00,orange,0.46,4800
26.00,18.00,13.00,12.23,90.26,6.64,118.00,orange,0.46,4800
21.00,85.00,17.00,34.52,47.53,4.81,118.00,pigeonpeas,0.76,800
21.00,57.00,17.00,27.34,43.36,5.99,118.00,pigeonpeas,0.76,800
21.00,16.00,38.00,18.91,87.75,4.11,118.00,pomegranate,0.74,1700
20.00,128.00,294,23.09,90.23,6.11,119.00,apple,0.68,7300
22.00,128.00,222,23.11,92.80,6.42,119.00,apple,0.68,7300
17.00,115.00,184,21.70,93.44,6.50,119.00,apple,0.68,7300
13.00,126.00,183,23.76,93.66,6.78,119.00,apple,0.68,7300
134.00,72.00,26.00,29.55,78.07,4.55,119.00,banana,1.25,14000
133.00,105.00,56.00,25.14,84.88,6.46,119.00,banana,1.25,14000
30.00,87.00,20.00,19.07,21.21,4.81,119.00,kidneybeans,1.21,2000
97.00,40.00,23.00,18.25,55.28,5.94,119.00,maize,0.32,2600
15.00,32.00,28.00,34.89,48.76,2.39,119.00,mango,0.76,3000
18.00,21.00,24.00,27.27,47.17,6.39,119.00,mango,0.76,3000
31.00,12.00,5.00,22.30,92.16,5.84,119.00,orange,0.46,4800
21.00,18.00,7.00,34.51,90.56,7.02,119.00,orange,0.46,4800
141.00,44.00,153.00,26.97,91.00,4.45,119.00,pineapple,1.1,10000
85.00,49.00,179.00,26.32,92.00,5.13,119.00,pineapple,1.1,10000
29.00,15.00,28.00,24.27,93.80,5.23,119.00,pomegranate,0.74,1700
114.00,96.00,30.00,29.67,83.51,6.68,120.00,banana,1.25,14000
27.00,61.00,23.00,21.33,18.49,5.73,120.00,kidneybeans,1.21,2000
12.00,78.00,27.00,16.52,20.46,5.78,120.00,kidneybeans,1.21,2000
24.00,72.00,14.00,18.62,23.02,6.30,120.00,kidneybeans,1.21,2000
31.00,63.00,23.00,20.16,24.84,6.73,120.00,kidneybeans,1.21,2000
96.00,47.00,15.00,20.69,59.44,5.12,120.00,maize,0.32,2600
19.00,28.00,33.00,30.02,46.78,6.35,120.00,mango,0.76,3000
18.00,13.00,8.00,11.70,93.26,7.03,120.00,orange,0.46,4800
44.00,69.00,51.00,26.27,90.80,5.06,120.00,papaya,1.45,3000
29.00,38.00,29.00,39.23,91.26,5.74,120.00,papaya,1.45,3000
49.00,52.00,45.00,37.59,92.00,7.37,120.00,papaya,1.45,3000
23.00,85.00,27.00,28.09,44.93,7.73,120.00,pigeonpeas,0.76,800
173.00,53.00,186.00,24.65,87.00,5.67,120.00,pineapple,1.1,10000
18.00,103.00,227,23.65,94.51,4.73,121.00,apple,0.68,7300
16.00,154.00,184,23.71,93.27,6.35,121.00,apple,0.68,7300
79.00,95.00,59.00,26.29,81.06,5.33,121.00,banana,1.25,14000
94.00,38.00,30.00,27.56,54.41,6.24,121.00,coffee,4.55,500
72.00,40.00,27.00,23.81,83.92,5.97,121.00,cotton,0.55,365
79.00,47.00,37.00,26.58,78.01,4.67,121.00,jute,0.86,10000
30.00,56.00,19.00,21.19,19.63,5.75,121.00,kidneybeans,1.21,2000
22.00,56.00,20.00,20.13,24.97,8.65,121.00,kidneybeans,1.21,2000
96.00,60.00,30.00,18.09,72.61,5.86,121.00,maize,0.32,2600
24.00,34.00,26.00,31.48,48.78,6.85,121.00,mango,0.76,3000
12.00,37.00,23.00,31.27,52.24,7.05,121.00,mango,0.76,3000
17.00,33.00,28.00,31.67,51.99,7.93,121.00,mango,0.76,3000
18.00,10.00,12.00,14.78,91.22,6.35,121.00,orange,0.46,4800
18.00,10.00,11.00,11.87,93.68,6.69,121.00,orange,0.46,4800
22.00,14.00,8.00,17.67,91.70,6.92,121.00,orange,0.46,4800
47.00,57.00,45.00,35.33,92.12,6.07,121.00,papaya,1.45,3000
39.00,51.00,58.00,42.94,90.09,7.50,121.00,papaya,1.45,3000
46.00,101.00,67.00,38.20,93.97,7.59,121.00,papaya,1.45,3000
22.00,83.00,23.00,31.47,35.39,5.58,121.00,pigeonpeas,0.76,800
21.00,72.00,19.00,26.02,49.95,6.34,121.00,pigeonpeas,0.76,800
162.00,34.00,182.00,28.88,84.00,4.57,121.00,pineapple,1.1,10000
15.00,20.00,21.00,24.51,90.64,5.85,121.00,pomegranate,0.74,1700
33.00,85.00,71.00,19.16,15.84,6.32,122.00,chickpea,0.78,1000
42.00,40.00,22.00,26.77,66.41,9.22,122.00,coffee,4.55,500
105.00,35.00,19.00,24.41,80.80,7.32,122.00,cotton,0.55,365
53.00,87.00,34.00,41.04,91.37,4.10,122.00,papaya,1.45,3000
22.00,84.00,22.00,36.89,62.73,4.87,122.00,pigeonpeas,0.76,800
20.00,56.00,23.00,31.46,48.18,7.23,122.00,pigeonpeas,0.76,800
111.00,43.00,29.00,22.68,83.73,7.93,122.00,rice,0.33,4500
30.00,113.00,272,22.49,91.70,6.69,123.00,apple,0.68,7300
46.00,84.00,50.00,28.31,75.77,7.10,123.00,banana,1.25,14000
25.00,17.00,16.00,28.44,95.88,5.39,123.00,coconut,0.32,5000
140.00,34.00,19.00,23.11,67.06,6.51,123.00,coffee,4.55,500
30.00,57.00,24.00,18.42,34.81,3.32,123.00,mothbeans,0.84,4000
27.00,74.00,25.00,33.15,32.46,5.06,123.00,mothbeans,0.84,4000
26.00,12.00,10.00,24.12,90.72,7.35,123.00,orange,0.46,4800
18.00,67.00,19.00,23.67,47.29,5.57,123.00,pigeonpeas,0.76,800
24.00,16.00,55.00,18.07,93.15,3.61,123.00,pomegranate,0.74,1700
25.00,20.00,58.00,22.45,89.90,7.59,123.00,pomegranate,0.74,1700
29.00,148.00,186,23.81,92.49,5.95,124.00,apple,0.68,7300
68.00,17.00,28.00,24.13,56.18,7.04,124.00,coffee,4.55,500
76.00,55.00,32.00,23.33,79.80,8.38,124.00,jute,0.86,10000
23.00,31.00,20.00,20.53,18.09,5.52,124.00,kidneybeans,1.21,2000
21.00,54.00,16.00,23.19,22.31,6.68,124.00,kidneybeans,1.21,2000
39.00,45.00,58.00,25.93,93.02,5.47,124.00,papaya,1.45,3000
80.00,40.00,65.00,31.56,93.05,6.00,124.00,papaya,1.45,3000
41.00,45.00,53.00,43.08,93.90,8.15,124.00,papaya,1.45,3000
18.00,90.00,21.00,31.24,56.67,5.98,124.00,pigeonpeas,0.76,800
23.00,59.00,30.00,19.35,55.97,6.01,124.00,pigeonpeas,0.76,800
151.00,42.00,148.00,25.98,83.00,5.94,124.00,pineapple,1.1,10000
11.00,20.00,57.00,18.91,89.24,6.17,124.00,pomegranate,0.74,1700
20.00,8.00,38.00,20.00,85.84,9.11,124.00,pomegranate,0.74,1700
19.00,110.00,256,22.78,94.37,5.62,125.00,apple,0.68,7300
29.00,153.00,189,23.60,90.98,5.96,125.00,apple,0.68,7300
18.00,206.00,231,22.46,94.76,6.56,125.00,apple,0.68,7300
127.00,85.00,44.00,25.90,80.47,5.64,125.00,banana,1.25,14000
10.00,21.00,28.00,27.15,91.49,6.47,125.00,coconut,0.32,5000
110.00,40.00,31.00,26.14,52.26,8.53,125.00,coffee,4.55,500
113.00,35.00,17.00,27.77,64.48,8.65,125.00,coffee,4.55,500
71.00,62.00,19.00,21.45,63.16,6.04,125.00,maize,0.32,2600
18.00,68.00,22.00,30.27,67.39,5.66,125.00,mothbeans,0.84,4000
40.00,62.00,36.00,41.42,90.04,4.57,125.00,papaya,1.45,3000
56.00,83.00,34.00,31.70,91.66,5.45,125.00,papaya,1.45,3000
52.00,90.00,51.00,35.33,91.06,6.58,125.00,papaya,1.45,3000
17.00,54.00,21.00,30.33,42.35,5.68,125.00,pigeonpeas,0.76,800
20.00,62.00,19.00,24.80,40.12,6.61,125.00,pigeonpeas,0.76,800
9.00,64.00,11.00,19.96,59.33,8.96,125.00,pigeonpeas,0.76,800
20.00,14.00,28.00,19.91,94.95,9.05,125.00,pomegranate,0.74,1700
23.00,32.00,25.00,32.06,51.08,8.29,126.00,mango,0.76,3000
28.00,67.00,19.00,21.06,55.47,3.83,126.00,mothbeans,0.84,4000
25.00,65.00,15.00,35.95,36.53,5.67,126.00,mothbeans,0.84,4000
16.00,55.00,4.00,31.46,48.18,9.57,126.00,mothbeans,0.84,4000
27.00,20.00,7.00,32.32,93.68,6.85,126.00,orange,0.46,4800
23.00,22.00,11.00,29.77,92.01,8.06,126.00,orange,0.46,4800
32.00,52.00,38.00,33.09,92.25,5.94,126.00,papaya,1.45,3000
34.00,56.00,34.00,43.30,92.83,6.18,126.00,papaya,1.45,3000
103.00,45.00,234.00,27.92,81.00,3.33,126.00,pineapple,1.1,10000
156.00,60.00,157.00,22.29,78.00,3.50,126.00,pineapple,1.1,10000
96.00,23.00,190.00,24.50,96.00,3.85,126.00,pineapple,1.1,10000
20.00,28.00,20.00,23.23,94.43,4.64,126.00,pomegranate,0.74,1700
19.00,138.00,151,22.36,91.16,4.70,127.00,apple,0.68,7300
19.00,139.00,239,21.38,92.72,6.50,127.00,apple,0.68,7300
31.00,175.00,210,22.29,90.69,7.34,127.00,apple,0.68,7300
71.00,99.00,63.00,27.81,82.69,6.63,127.00,banana,1.25,14000
24.00,21.00,27.00,26.61,96.97,5.56,127.00,coconut,0.32,5000
65.00,25.00,30.00,23.17,52.98,6.00,127.00,coffee,4.55,500
23.00,49.00,22.00,19.33,23.33,7.47,127.00,kidneybeans,1.21,2000
25.00,15.00,8.00,24.54,91.91,6.73,127.00,orange,0.46,4800
14.00,18.00,15.00,23.98,91.55,7.18,127.00,orange,0.46,4800
16.00,11.00,9.00,22.46,91.53,7.27,127.00,orange,0.46,4800
73.00,46.00,56.00,26.83,90.75,6.98,127.00,papaya,1.45,3000
56.00,41.00,44.00,28.92,94.64,7.96,127.00,papaya,1.45,3000
92.00,39.00,245.00,23.31,83.00,6.34,127.00,pineapple,1.1,10000
19.00,27.00,55.00,23.71,89.62,8.37,127.00,pomegranate,0.74,1700
13.00,117.00,211,22.14,93.83,7.17,128.00,apple,0.68,7300
112.00,68.00,77.00,27.20,78.81,6.21,128.00,banana,1.25,14000
50.00,80.00,52.00,18.99,15.94,8.59,128.00,chickpea,0.78,1000
26.00,78.00,17.00,16.43,24.24,4.23,128.00,kidneybeans,1.21,2000
24.00,85.00,14.00,22.64,21.59,5.58,128.00,kidneybeans,1.21,2000
24.00,76.00,25.00,19.92,20.70,6.26,128.00,kidneybeans,1.21,2000
14.00,52.00,21.00,24.69,59.97,4.47,128.00,mothbeans,0.84,4000
9.00,14.00,7.00,28.26,91.98,6.28,128.00,orange,0.46,4800
21.00,24.00,9.00,22.68,93.36,6.45,128.00,orange,0.46,4800
24.00,23.00,9.00,10.79,91.38,7.52,128.00,orange,0.46,4800
43.00,53.00,43.00,26.68,92.96,5.89,128.00,papaya,1.45,3000
64.00,83.00,48.00,25.62,93.18,6.17,128.00,papaya,1.45,3000
59.00,35.00,54.00,42.13,91.70,7.32,128.00,papaya,1.45,3000
15.00,41.00,24.00,29.50,63.47,5.09,128.00,pigeonpeas,0.76,800
119.00,22.00,186.00,21.94,93.00,3.60,128.00,pineapple,1.1,10000
149.00,44.00,175.00,28.47,93.00,4.08,128.00,pineapple,1.1,10000
55.00,43.00,178.00,28.76,85.00,5.19,128.00,pineapple,1.1,10000
129.00,37.00,95.00,25.36,88.00,5.32,128.00,pineapple,1.1,10000
10.00,197.00,220,22.96,93.58,5.29,129.00,apple,0.68,7300
77.00,65.00,64.00,26.52,77.80,5.47,129.00,banana,1.25,14000
77.00,103.00,67.00,29.38,83.50,5.48,129.00,banana,1.25,14000
106.00,31.00,30.00,25.60,57.73,6.11,129.00,coffee,4.55,500
103.00,27.00,40.00,23.44,60.40,8.40,129.00,coffee,4.55,500
20.00,50.00,17.00,19.62,18.67,4.48,129.00,kidneybeans,1.21,2000
20.00,79.00,12.00,17.66,18.15,5.14,129.00,kidneybeans,1.21,2000
21.00,18.00,10.00,27.68,94.47,7.84,129.00,orange,0.46,4800
16.00,78.00,16.00,31.08,47.20,5.35,129.00,pigeonpeas,0.76,800
175.00,47.00,228.00,26.78,91.00,6.25,129.00,pineapple,1.1,10000
20.00,8.00,20.00,19.68,89.09,7.87,129.00,pomegranate,0.74,1700
21.00,152.00,252,23.35,90.90,6.67,130.00,apple,0.68,7300
16.00,62.00,20.00,23.44,22.77,5.68,130.00,kidneybeans,1.21,2000
18.00,34.00,22.00,31.09,66.69,7.90,130.00,mothbeans,0.84,4000
26.00,53.00,15.00,19.96,59.33,8.45,130.00,mothbeans,0.84,4000
16.00,22.00,9.00,18.05,90.04,7.81,130.00,orange,0.46,4800
54.00,48.00,52.00,37.46,90.45,7.85,130.00,papaya,1.45,3000
31.00,69.00,11.00,18.73,61.33,6.40,130.00,pigeonpeas,0.76,800
21.00,19.00,40.00,24.72,88.88,7.16,130.00,pomegranate,0.74,1700
18.00,146.00,186,24.00,91.61,5.34,131.00,apple,0.68,7300
17.00,139.00,163,22.48,93.41,5.65,131.00,apple,0.68,7300
195.00,50.00,16.00,25.07,82.50,6.31,131.00,cotton,0.55,365
75.00,54.00,35.00,23.99,82.09,6.15,131.00,jute,0.86,10000
91.00,60.00,28.00,23.17,87.88,7.42,131.00,jute,0.86,10000
16.00,45.00,20.00,19.52,24.93,4.59,131.00,kidneybeans,1.21,2000
15.00,33.00,25.00,30.79,46.70,6.29,131.00,mango,0.76,3000
18.00,69.00,28.00,36.98,37.74,3.05,131.00,mothbeans,0.84,4000
18.00,57.00,19.00,23.67,47.29,5.97,131.00,mothbeans,0.84,4000
25.00,15.00,8.00,20.18,90.65,5.01,131.00,orange,0.46,4800
50.00,42.00,62.00,42.92,90.08,5.77,131.00,papaya,1.45,3000
26.00,58.00,56.00,31.23,94.94,6.15,131.00,papaya,1.45,3000
31.00,48.00,49.00,23.01,91.07,6.64,131.00,papaya,1.45,3000
59.00,42.00,58.00,40.00,90.17,7.59,131.00,papaya,1.45,3000
21.00,47.00,16.00,25.95,40.58,6.71,131.00,pigeonpeas,0.76,800
21.00,21.00,31.00,18.76,89.93,5.75,131.00,pomegranate,0.74,1700
28.00,74.00,255,23.50,92.21,4.65,132.00,apple,0.68,7300
25.00,145.00,196,23.46,91.46,6.29,132.00,apple,0.68,7300
24.00,137.00,132,22.86,93.13,6.54,132.00,apple,0.68,7300
12.00,41.00,22.00,22.91,21.34,6.55,132.00,kidneybeans,1.21,2000
17.00,31.00,39.00,28.08,54.96,6.40,132.00,mango,0.76,3000
14.00,24.00,14.00,11.90,91.35,6.29,132.00,orange,0.46,4800
37.00,56.00,46.00,29.81,91.38,6.59,132.00,papaya,1.45,3000
40.00,69.00,38.00,29.20,93.97,8.30,132.00,papaya,1.45,3000
12.00,86.00,19.00,30.91,52.80,4.92,132.00,pigeonpeas,0.76,800
128.00,20.00,123.00,24.42,90.00,4.51,132.00,pineapple,1.1,10000
102.00,49.00,132.00,24.96,82.00,5.92,132.00,pineapple,1.1,10000
7.00,126.00,187,22.61,94.59,6.42,133.00,apple,0.68,7300
27.00,140.00,236,21.07,93.57,6.63,133.00,apple,0.68,7300
119.00,95.00,60.00,26.67,76.49,6.63,133.00,banana,1.25,14000
107.00,15.00,25.00,23.69,66.76,5.91,133.00,coffee,4.55,500
87.00,36.00,31.00,23.61,59.69,8.45,133.00,coffee,4.55,500
27.00,82.00,15.00,16.24,21.36,5.79,133.00,kidneybeans,1.21,2000
34.00,74.00,48.00,43.36,93.35,5.83,133.00,papaya,1.45,3000
20.00,74.00,20.00,29.24,59.39,4.94,133.00,pigeonpeas,0.76,800
142.00,46.00,118.00,29.90,88.00,2.53,133.00,pineapple,1.1,10000
170.00,47.00,203.00,25.34,92.00,4.57,133.00,pineapple,1.1,10000
125.00,53.00,187.00,21.72,89.00,5.73,133.00,pineapple,1.1,10000
142.00,37.00,161.00,19.04,90.00,5.78,133.00,pineapple,1.1,10000
20.00,18.00,37.00,18.47,89.69,8.38,133.00,pomegranate,0.74,1700
13.00,24.00,68.00,23.88,86.21,8.47,133.00,pomegranate,0.74,1700
125.00,79.00,20.00,29.22,81.08,5.20,134.00,banana,1.25,14000
84.00,127.00,50.00,27.91,83.36,7.07,134.00,banana,1.25,14000
95.00,34.00,41.00,26.74,55.55,6.87,134.00,coffee,4.55,500
18.00,35.00,27.00,31.53,53.06,7.91,134.00,mango,0.76,3000
29.00,72.00,12.00,29.49,67.11,6.84,134.00,mothbeans,0.84,4000
20.00,9.00,7.00,10.36,93.76,8.44,134.00,orange,0.46,4800
15.00,86.00,12.00,19.25,47.70,5.54,134.00,pigeonpeas,0.76,800
22.00,13.00,38.00,19.54,90.30,8.03,134.00,pomegranate,0.74,1700
21.00,13.00,34.00,27.06,91.11,6.72,135.00,coconut,0.32,5000
20.00,19.00,40.00,27.08,97.00,6.84,135.00,coconut,0.32,5000
80.00,33.00,36.00,27.01,60.77,8.47,135.00,coffee,4.55,500
54.00,57.00,33.00,26.25,72.97,6.10,135.00,jute,0.86,10000
29.00,57.00,23.00,20.77,18.93,5.05,135.00,kidneybeans,1.21,2000
28.00,85.00,22.00,23.61,21.91,8.14,135.00,kidneybeans,1.21,2000
23.00,56.00,20.00,31.08,47.20,3.69,135.00,mothbeans,0.84,4000
28.00,73.00,19.00,28.23,49.44,7.51,135.00,mothbeans,0.84,4000
25.00,15.00,6.00,24.86,94.39,7.59,135.00,orange,0.46,4800
39.00,63.00,41.00,38.44,93.64,6.68,135.00,papaya,1.45,3000
18.00,75.00,19.00,29.89,66.35,6.56,135.00,pigeonpeas,0.76,800
120.00,36.00,55.00,29.51,78.21,6.53,136.00,banana,1.25,14000
132.00,25.00,25.00,24.84,56.77,6.19,136.00,coffee,4.55,500
64.00,43.00,46.00,26.28,73.36,7.75,136.00,jute,0.86,10000
21.00,23.00,12.00,24.45,93.11,9.36,136.00,orange,0.46,4800
57.00,62.00,44.00,31.18,90.22,5.63,136.00,papaya,1.45,3000
31.00,63.00,50.00,35.68,93.31,5.92,136.00,papaya,1.45,3000
67.00,76.00,46.00,25.35,93.03,7.55,136.00,papaya,1.45,3000
21.00,56.00,23.00,33.51,45.71,6.57,136.00,pigeonpeas,0.76,800
97.00,76.00,172.00,22.17,92.00,3.52,136.00,pineapple,1.1,10000
130.00,38.00,146.00,21.31,88.00,3.78,136.00,pineapple,1.1,10000
96.00,21.00,145.00,27.83,92.00,4.85,136.00,pineapple,1.1,10000
158.00,48.00,131.00,22.11,82.00,6.28,136.00,pineapple,1.1,10000
22.00,16.00,41.00,22.77,91.45,9.91,136.00,pomegranate,0.74,1700
14.00,115.00,192,22.78,92.70,5.94,137.00,apple,0.68,7300
18.00,141.00,126,23.41,91.70,6.15,137.00,apple,0.68,7300
23.00,133.00,183,23.06,92.40,6.58,137.00,apple,0.68,7300
104.00,77.00,68.00,28.70,82.54,7.71,137.00,banana,1.25,14000
22.00,19.00,30.00,28.83,92.17,4.81,137.00,coconut,0.32,5000
115.00,41.00,30.00,24.18,69.95,7.24,137.00,coffee,4.55,500
29.00,36.00,24.00,23.53,68.44,7.25,137.00,coffee,4.55,500
87.00,43.00,36.00,26.56,57.16,7.44,137.00,coffee,4.55,500
110.00,51.00,43.00,25.98,81.66,4.60,137.00,jute,0.86,10000
100.00,36.00,52.00,26.39,83.31,8.43,137.00,jute,0.86,10000
25.00,27.00,39.00,29.75,46.74,4.86,137.00,mango,0.76,3000
25.00,86.00,18.00,19.24,50.54,4.58,137.00,mothbeans,0.84,4000
18.00,25.00,7.00,30.49,90.46,7.32,137.00,orange,0.46,4800
51.00,77.00,46.00,32.50,93.48,4.22,137.00,papaya,1.45,3000
114.00,31.00,225.00,28.47,90.00,5.59,137.00,pineapple,1.1,10000
12.00,20.00,49.00,20.13,89.32,8.12,137.00,pomegranate,0.74,1700
19.00,121.00,105,23.67,90.49,6.74,138.00,apple,0.68,7300
40.00,48.00,57.00,27.39,83.31,4.41,138.00,banana,1.25,14000
98.00,88.00,56.00,28.67,79.59,5.64,138.00,banana,1.25,14000
100.00,74.00,96.00,25.56,77.38,7.29,138.00,banana,1.25,14000
146.00,88.00,63.00,28.13,77.48,7.56,138.00,banana,1.25,14000
22.00,14.00,29.00,29.87,91.15,4.51,138.00,coconut,0.32,5000
24.00,13.00,20.00,25.85,90.93,5.67,138.00,coconut,0.32,5000
87.00,20.00,26.00,27.31,55.20,5.78,138.00,coffee,4.55,500
65.00,34.00,25.00,26.72,50.50,7.27,138.00,coffee,4.55,500
124.00,35.00,26.00,27.35,55.99,8.26,138.00,coffee,4.55,500
19.00,22.00,34.00,34.72,51.43,7.24,138.00,mango,0.76,3000
23.00,72.00,20.00,28.09,44.93,5.76,138.00,mothbeans,0.84,4000
18.00,12.00,13.00,13.84,91.75,5.66,138.00,orange,0.46,4800
47.00,51.00,47.00,36.32,93.06,5.37,138.00,papaya,1.45,3000
18.00,48.00,19.00,25.75,40.72,6.52,138.00,pigeonpeas,0.76,800
20.00,128.00,238,22.98,93.32,6.80,139.00,apple,0.68,7300
21.00,6.00,37.00,29.70,95.66,3.96,139.00,coconut,0.32,5000
13.00,22.00,25.00,28.29,97.00,5.00,139.00,coconut,0.32,5000
83.00,28.00,13.00,26.71,69.71,5.37,139.00,coffee,4.55,500
111.00,37.00,35.00,23.60,60.40,7.16,139.00,coffee,4.55,500
29.00,52.00,14.00,16.04,22.33,7.89,139.00,kidneybeans,1.21,2000
23.00,42.00,21.00,36.89,62.73,1.66,139.00,mothbeans,0.84,4000
15.00,19.00,12.00,33.11,93.48,5.44,139.00,orange,0.46,4800
24.00,21.00,11.00,18.87,93.25,7.48,139.00,orange,0.46,4800
33.00,49.00,50.00,24.49,92.98,6.47,139.00,papaya,1.45,3000
50.00,75.00,46.00,31.53,90.87,6.51,139.00,papaya,1.45,3000
24.00,41.00,17.00,34.65,54.32,5.27,139.00,pigeonpeas,0.76,800
27.00,52.00,12.00,36.51,57.93,5.69,139.00,pigeonpeas,0.76,800
22.00,71.00,22.00,33.80,40.03,7.29,139.00,pigeonpeas,0.76,800
32.00,40.00,218.00,22.44,91.00,4.67,139.00,pineapple,1.1,10000
130.00,58.00,229.00,29.31,82.00,5.62,139.00,pineapple,1.1,10000
180.00,23.00,180.00,16.98,86.00,5.67,139.00,pineapple,1.1,10000
66.00,38.00,33.00,24.99,88.96,5.69,140.00,jute,0.86,10000
76.00,46.00,37.00,24.37,82.11,8.63,140.00,jute,0.86,10000
20.00,27.00,41.00,31.09,47.02,6.35,140.00,mango,0.76,3000
18.00,58.00,17.00,19.04,33.11,6.28,140.00,mothbeans,0.84,4000
21.00,12.00,12.00,12.59,91.82,6.69,140.00,orange,0.46,4800
71.00,78.00,47.00,42.93,91.18,7.04,140.00,papaya,1.45,3000
151.00,56.00,110.00,22.17,82.00,5.87,140.00,pineapple,1.1,10000
138.00,42.00,172.00,23.81,89.00,6.03,140.00,pineapple,1.1,10000
18.00,11.00,38.00,23.28,94.94,5.86,140.00,pomegranate,0.74,1700
89.00,23.00,30.00,25.67,51.29,5.24,141.00,coffee,4.55,500
91.00,31.00,36.00,25.76,80.76,5.78,141.00,jute,0.86,10000
23.00,74.00,17.00,18.87,20.18,6.91,141.00,kidneybeans,1.21,2000
15.00,41.00,21.00,24.77,50.55,2.71,141.00,mothbeans,0.84,4000
27.00,72.00,17.00,19.54,56.93,4.28,141.00,mothbeans,0.84,4000
17.00,49.00,16.00,30.12,34.13,4.85,141.00,mothbeans,0.84,4000
39.00,57.00,46.00,26.05,93.69,5.91,141.00,papaya,1.45,3000
44.00,56.00,44.00,32.68,92.62,7.11,141.00,papaya,1.45,3000
26.00,32.00,21.00,30.58,34.76,4.42,141.00,pigeonpeas,0.76,800
87.00,45.00,30.00,20.05,80.35,6.49,141.00,rice,0.33,4500
103.00,81.00,53.00,27.20,77.40,5.77,142.00,banana,1.25,14000
76.00,106.00,52.00,29.10,79.20,6.18,142.00,banana,1.25,14000
21.00,20.00,24.00,27.57,94.90,5.07,142.00,coconut,0.32,5000
84.00,57.00,52.00,26.57,80.90,7.49,142.00,jute,0.86,10000
19.00,64.00,29.00,20.11,23.22,5.55,142.00,kidneybeans,1.21,2000
24.00,52.00,28.00,19.93,21.80,6.41,142.00,kidneybeans,1.21,2000
21.00,69.00,20.00,21.02,24.94,10.74,142.00,kidneybeans,1.21,2000
10.00,55.00,20.00,34.87,38.84,10.20,142.00,mothbeans,0.84,4000
48.00,60.00,52.00,32.77,94.57,5.73,142.00,papaya,1.45,3000
13.00,53.00,21.00,30.56,35.29,4.55,142.00,pigeonpeas,0.76,800
106.00,49.00,108.00,28.59,90.00,6.10,142.00,pineapple,1.1,10000
26.00,15.00,34.00,20.89,91.08,3.26,142.00,pomegranate,0.74,1700
18.00,9.00,32.00,19.86,86.20,3.91,142.00,pomegranate,0.74,1700
25.00,22.00,52.00,18.92,87.31,6.97,142.00,pomegranate,0.74,1700
20.00,130.00,238,22.31,90.04,6.64,143.00,apple,0.68,7300
77.00,65.00,58.00,29.21,84.70,5.48,143.00,banana,1.25,14000
21.00,14.00,33.00,27.19,92.20,5.22,143.00,coconut,0.32,5000
17.00,24.00,24.00,26.11,91.52,5.67,143.00,coconut,0.32,5000
19.00,28.00,21.00,36.30,56.03,9.80,143.00,mothbeans,0.84,4000
21.00,11.00,9.00,15.83,91.68,8.66,143.00,orange,0.46,4800
22.00,189.00,153,23.87,90.50,6.21,144.00,apple,0.68,7300
18.00,13.00,26.00,26.19,96.97,6.05,144.00,coconut,0.32,5000
21.00,83.00,17.00,23.04,22.43,7.74,144.00,kidneybeans,1.21,2000
23.00,26.00,14.00,27.25,52.66,3.93,144.00,mango,0.76,3000
22.00,20.00,9.00,17.25,91.14,6.91,144.00,orange,0.46,4800
40.00,55.00,62.00,29.34,90.82,7.42,144.00,papaya,1.45,3000
20.00,83.00,18.00,24.81,45.01,4.69,144.00,pigeonpeas,0.76,800
140.00,52.00,128.00,24.16,91.00,4.94,144.00,pineapple,1.1,10000
25.00,15.00,59.00,24.56,91.64,5.18,144.00,pomegranate,0.74,1700
14.00,97.00,181,23.64,90.95,5.02,145.00,apple,0.68,7300
17.00,152.00,223,23.34,91.48,7.88,145.00,apple,0.68,7300
87.00,26.00,27.00,27.54,55.52,5.52,145.00,coffee,4.55,500
122.00,39.00,36.00,25.12,68.48,6.70,145.00,coffee,4.55,500
87.00,32.00,32.00,25.57,60.49,8.80,145.00,coffee,4.55,500
95.00,49.00,42.00,23.26,82.70,6.94,145.00,jute,0.86,10000
